loan_id,borrower_name,property_state,principal_balance,interest_rate,origination_date,maturity_date
LN_MSV_36,Massive Borrower 36,TX,485693,3.10,2024-01-01,2054-01-01
LN_MSV_37,Massive Borrower 37,TX,284741,9.10,2024-01-01,2054-01-01
LN_MSV_38,Massive Borrower 38,TX,390931,5.00,2024-01-01,2054-01-01
LN_MSV_39,Massive Borrower 39,TX,230693,9.00,2024-01-01,2054-01-01
LN_MSV_40,Massive Borrower 40,TX,485574,7.80,2024-01-01,2054-01-01
LN_MSV_41,Massive Borrower 41,TX,430470,4.60,2024-01-01,2054-01-01
LN_MSV_42,Massive Borrower 42,TX,81613,9.00,2024-01-01,2054-01-01
LN_MSV_43,Massive Borrower 43,TX,484175,4.00,2024-01-01,2054-01-01
LN_MSV_44,Massive Borrower 44,TX,399527,5.80,2024-01-01,2054-01-01
LN_MSV_45,Massive Borrower 45,TX,104776,4.90,2024-01-01,2054-01-01
LN_MSV_46,Massive Borrower 46,TX,200737,4.40,2024-01-01,2054-01-01
LN_MSV_47,Massive Borrower 47,TX,431499,5.40,2024-01-01,2054-01-01
LN_MSV_48,Massive Borrower 48,TX,73738,8.60,2024-01-01,2054-01-01
LN_MSV_49,Massive Borrower 49,TX,450898,5.50,2024-01-01,2054-01-01
LN_MSV_50,Massive Borrower 50,TX,293088,5.20,2024-01-01,2054-01-01
LN_MSV_51,Massive Borrower 51,TX,181767,5.30,2024-01-01,2054-01-01
LN_MSV_52,Massive Borrower 52,TX,73144,7.80,2024-01-01,2054-01-01
LN_MSV_53,Massive Borrower 53,TX,468777,9.00,2024-01-01,2054-01-01
LN_MSV_54,Massive Borrower 54,TX,483316,3.40,2024-01-01,2054-01-01
LN_MSV_55,Massive Borrower 55,TX,122955,6.60,2024-01-01,2054-01-01
LN_MSV_56,Massive Borrower 56,TX,375798,5.90,2024-01-01,2054-01-01
LN_MSV_57,Massive Borrower 57,TX,217082,3.90,2024-01-01,2054-01-01
LN_MSV_58,Massive Borrower 58,TX,254551,9.20,2024-01-01,2054-01-01
LN_MSV_59,Massive Borrower 59,TX,78953,1.70,2024-01-01,2054-01-01
LN_MSV_60,Massive Borrower 60,TX,491132,7.50,2024-01-01,2054-01-01
LN_MSV_61,Massive Borrower 61,TX,309631,8.90,2024-01-01,2054-01-01
LN_MSV_62,Massive Borrower 62,TX,340396,9.90,2024-01-01,2054-01-01
LN_MSV_63,Massive Borrower 63,TX,231310,1.00,2024-01-01,2054-01-01
LN_MSV_64,Massive Borrower 64,TX,98009,1.70,2024-01-01,2054-01-01
LN_MSV_65,Massive Borrower 65,TX,469995,6.70,2024-01-01,2054-01-01
LN_MSV_66,Massive Borrower 66,TX,375281,4.90,2024-01-01,2054-01-01
LN_MSV_67,Massive Borrower 67,TX,331805,1.80,2024-01-01,2054-01-01
LN_MSV_68,Massive Borrower 68,TX,229628,9.50,2024-01-01,2054-01-01
LN_MSV_69,Massive Borrower 69,TX,285166,6.30,2024-01-01,2054-01-01
LN_MSV_70,Massive Borrower 70,TX,52410,2.20,2024-01-01,2054-01-01
LN_MSV_71,Massive Borrower 71,TX,393667,1.20,2024-01-01,2054-01-01
LN_MSV_72,Massive Borrower 72,TX,204521,7.00,2024-01-01,2054-01-01
LN_MSV_73,Massive Borrower 73,TX,249682,3.50,2024-01-01,2054-01-01
LN_MSV_74,Massive Borrower 74,TX,262555,7.30,2024-01-01,2054-01-01
LN_MSV_75,Massive Borrower 75,TX,230657,3.40,2024-01-01,2054-01-01
LN_MSV_76,Massive Borrower 76,TX,485131,1.70,2024-01-01,2054-01-01
LN_MSV_77,Massive Borrower 77,TX,58723,8.40,2024-01-01,2054-01-01
LN_MSV_78,Massive Borrower 78,TX,163598,4.30,2024-01-01,2054-01-01
LN_MSV_79,Massive Borrower 79,TX,185532,1.20,2024-01-01,2054-01-01
LN_MSV_80,Massive Borrower 80,TX,456703,2.00,2024-01-01,2054-01-01
LN_MSV_81,Massive Borrower 81,TX,250209,8.50,2024-01-01,2054-01-01
LN_MSV_82,Massive Borrower 82,TX,300736,6.10,2024-01-01,2054-01-01
LN_MSV_83,Massive Borrower 83,TX,269931,2.40,2024-01-01,2054-01-01
LN_MSV_84,Massive Borrower 84,TX,65640,7.10,2024-01-01,2054-01-01
LN_MSV_85,Massive Borrower 85,TX,443351,9.30,2024-01-01,2054-01-01
LN_MSV_86,Massive Borrower 86,TX,313862,6.50,2024-01-01,2054-01-01
LN_MSV_87,Massive Borrower 87,TX,391739,9.40,2024-01-01,2054-01-01
LN_MSV_88,Massive Borrower 88,TX,105823,8.70,2024-01-01,2054-01-01
LN_MSV_89,Massive Borrower 89,TX,418273,5.60,2024-01-01,2054-01-01
LN_MSV_90,Massive Borrower 90,TX,140500,5.70,2024-01-01,2054-01-01
LN_MSV_91,Massive Borrower 91,TX,234554,6.70,2024-01-01,2054-01-01
LN_MSV_92,Massive Borrower 92,TX,490329,2.20,2024-01-01,2054-01-01
LN_MSV_93,Massive Borrower 93,TX,203254,6.00,2024-01-01,2054-01-01
LN_MSV_94,Massive Borrower 94,TX,251291,2.60,2024-01-01,2054-01-01
LN_MSV_95,Massive Borrower 95,TX,160051,8.70,2024-01-01,2054-01-01
LN_MSV_96,Massive Borrower 96,TX,253604,7.10,2024-01-01,2054-01-01
LN_MSV_97,Massive Borrower 97,TX,252022,8.70,2024-01-01,2054-01-01
LN_MSV_98,Massive Borrower 98,TX,480003,2.80,2024-01-01,2054-01-01
LN_MSV_99,Massive Borrower 99,TX,259845,6.70,2024-01-01,2054-01-01
LN_MSV_100,Massive Borrower 100,TX,429223,9.10,2024-01-01,2054-01-01
LN_MSV_101,Massive Borrower 101,TX,122334,1.70,2024-01-01,2054-01-01
LN_MSV_102,Massive Borrower 102,TX,82504,6.50,2024-01-01,2054-01-01
LN_MSV_103,Massive Borrower 103,TX,403713,8.90,2024-01-01,2054-01-01
LN_MSV_104,Massive Borrower 104,TX,337135,2.70,2024-01-01,2054-01-01
LN_MSV_105,Massive Borrower 105,TX,232828,9.00,2024-01-01,2054-01-01
LN_MSV_106,Massive Borrower 106,TX,430707,6.10,2024-01-01,2054-01-01
LN_MSV_107,Massive Borrower 107,TX,494504,8.50,2024-01-01,2054-01-01
LN_MSV_108,Massive Borrower 108,TX,356373,1.10,2024-01-01,2054-01-01
LN_MSV_109,Massive Borrower 109,TX,101498,8.50,2024-01-01,2054-01-01
LN_MSV_110,Massive Borrower 110,TX,457386,5.40,2024-01-01,2054-01-01
LN_MSV_111,Massive Borrower 111,TX,183343,4.90,2024-01-01,2054-01-01
LN_MSV_112,Massive Borrower 112,TX,317601,2.60,2024-01-01,2054-01-01
LN_MSV_113,Massive Borrower 113,TX,141921,1.60,2024-01-01,2054-01-01
LN_MSV_114,Massive Borrower 114,TX,396501,1.50,2024-01-01,2054-01-01
LN_MSV_115,Massive Borrower 115,TX,121379,3.80,2024-01-01,2054-01-01
LN_MSV_116,Massive Borrower 116,TX,91570,6.40,2024-01-01,2054-01-01
LN_MSV_117,Massive Borrower 117,TX,77711,5.30,2024-01-01,2054-01-01
LN_MSV_118,Massive Borrower 118,TX,445390,8.00,2024-01-01,2054-01-01
LN_MSV_119,Massive Borrower 119,TX,383936,2.10,2024-01-01,2054-01-01
LN_MSV_120,Massive Borrower 120,TX,468828,5.90,2024-01-01,2054-01-01
LN_MSV_121,Massive Borrower 121,TX,420667,1.00,2024-01-01,2054-01-01
LN_MSV_122,Massive Borrower 122,TX,167560,3.40,2024-01-01,2054-01-01
LN_MSV_123,Massive Borrower 123,TX,181760,4.30,2024-01-01,2054-01-01
LN_MSV_124,Massive Borrower 124,TX,325407,6.40,2024-01-01,2054-01-01
LN_MSV_125,Massive Borrower 125,TX,294677,7.70,2024-01-01,2054-01-01
LN_MSV_126,Massive Borrower 126,TX,157837,6.80,2024-01-01,2054-01-01
LN_MSV_127,Massive Borrower 127,TX,190867,5.80,2024-01-01,2054-01-01
LN_MSV_128,Massive Borrower 128,TX,207825,2.80,2024-01-01,2054-01-01
LN_MSV_129,Massive Borrower 129,TX,147791,9.40,2024-01-01,2054-01-01
LN_MSV_130,Massive Borrower 130,TX,401296,7.50,2024-01-01,2054-01-01
LN_MSV_131,Massive Borrower 131,TX,460080,5.50,2024-01-01,2054-01-01
LN_MSV_132,Massive Borrower 132,TX,159149,5.70,2024-01-01,2054-01-01
LN_MSV_133,Massive Borrower 133,TX,201509,4.00,2024-01-01,2054-01-01
LN_MSV_134,Massive Borrower 134,TX,148161,1.50,2024-01-01,2054-01-01
LN_MSV_135,Massive Borrower 135,TX,459552,10.00,2024-01-01,2054-01-01
LN_MSV_136,Massive Borrower 136,TX,74724,9.10,2024-01-01,2054-01-01
LN_MSV_137,Massive Borrower 137,TX,286040,5.50,2024-01-01,2054-01-01
LN_MSV_138,Massive Borrower 138,TX,445167,3.90,2024-01-01,2054-01-01
LN_MSV_139,Massive Borrower 139,TX,217891,7.60,2024-01-01,2054-01-01
LN_MSV_140,Massive Borrower 140,TX,142519,6.60,2024-01-01,2054-01-01
LN_MSV_141,Massive Borrower 141,TX,198454,8.90,2024-01-01,2054-01-01
LN_MSV_142,Massive Borrower 142,TX,188180,6.30,2024-01-01,2054-01-01
LN_MSV_143,Massive Borrower 143,TX,137962,9.30,2024-01-01,2054-01-01
LN_MSV_144,Massive Borrower 144,TX,102391,9.20,2024-01-01,2054-01-01
LN_MSV_145,Massive Borrower 145,TX,372209,2.60,2024-01-01,2054-01-01
LN_MSV_146,Massive Borrower 146,TX,461469,6.90,2024-01-01,2054-01-01
LN_MSV_147,Massive Borrower 147,TX,383381,4.10,2024-01-01,2054-01-01
LN_MSV_148,Massive Borrower 148,TX,237228,7.20,2024-01-01,2054-01-01
LN_MSV_149,Massive Borrower 149,TX,425324,5.50,2024-01-01,2054-01-01
LN_MSV_150,Massive Borrower 150,TX,212241,6.70,2024-01-01,2054-01-01
LN_MSV_151,Massive Borrower 151,TX,212401,7.30,2024-01-01,2054-01-01
LN_MSV_152,Massive Borrower 152,TX,280685,3.40,2024-01-01,2054-01-01
LN_MSV_153,Massive Borrower 153,TX,177838,3.80,2024-01-01,2054-01-01
LN_MSV_154,Massive Borrower 154,TX,202582,3.00,2024-01-01,2054-01-01
LN_MSV_155,Massive Borrower 155,TX,189992,7.10,2024-01-01,2054-01-01
LN_MSV_156,Massive Borrower 156,TX,78229,7.20,2024-01-01,2054-01-01
LN_MSV_157,Massive Borrower 157,TX,95553,4.60,2024-01-01,2054-01-01
LN_MSV_158,Massive Borrower 158,TX,106093,2.70,2024-01-01,2054-01-01
LN_MSV_159,Massive Borrower 159,TX,313330,8.90,2024-01-01,2054-01-01
LN_MSV_160,Massive Borrower 160,TX,422134,6.00,2024-01-01,2054-01-01
LN_MSV_161,Massive Borrower 161,TX,290172,3.30,2024-01-01,2054-01-01
LN_MSV_162,Massive Borrower 162,TX,149049,7.80,2024-01-01,2054-01-01
LN_MSV_163,Massive Borrower 163,TX,464473,3.00,2024-01-01,2054-01-01
LN_MSV_164,Massive Borrower 164,TX,260244,1.90,2024-01-01,2054-01-01
LN_MSV_165,Massive Borrower 165,TX,476903,1.80,2024-01-01,2054-01-01
LN_MSV_166,Massive Borrower 166,TX,67623,7.20,2024-01-01,2054-01-01
LN_MSV_167,Massive Borrower 167,TX,353798,9.50,2024-01-01,2054-01-01
LN_MSV_168,Massive Borrower 168,TX,476300,2.70,2024-01-01,2054-01-01
LN_MSV_169,Massive Borrower 169,TX,222263,2.80,2024-01-01,2054-01-01
LN_MSV_170,Massive Borrower 170,TX,312751,2.10,2024-01-01,2054-01-01
LN_MSV_171,Massive Borrower 171,TX,287033,2.50,2024-01-01,2054-01-01
LN_MSV_172,Massive Borrower 172,TX,120795,3.50,2024-01-01,2054-01-01
LN_MSV_173,Massive Borrower 173,TX,465278,2.80,2024-01-01,2054-01-01
LN_MSV_174,Massive Borrower 174,TX,341210,3.40,2024-01-01,2054-01-01
LN_MSV_175,Massive Borrower 175,TX,137755,2.80,2024-01-01,2054-01-01
LN_MSV_176,Massive Borrower 176,TX,383367,3.80,2024-01-01,2054-01-01
LN_MSV_177,Massive Borrower 177,TX,367768,9.20,2024-01-01,2054-01-01
LN_MSV_178,Massive Borrower 178,TX,68682,8.50,2024-01-01,2054-01-01
LN_MSV_179,Massive Borrower 179,TX,63335,5.70,2024-01-01,2054-01-01
LN_MSV_180,Massive Borrower 180,TX,222317,4.90,2024-01-01,2054-01-01
LN_MSV_181,Massive Borrower 181,TX,314101,7.40,2024-01-01,2054-01-01
LN_MSV_182,Massive Borrower 182,TX,139685,6.80,2024-01-01,2054-01-01
LN_MSV_183,Massive Borrower 183,TX,124823,5.70,2024-01-01,2054-01-01
LN_MSV_184,Massive Borrower 184,TX,377199,2.10,2024-01-01,2054-01-01
LN_MSV_185,Massive Borrower 185,TX,400392,8.60,2024-01-01,2054-01-01
LN_MSV_186,Massive Borrower 186,TX,382982,6.30,2024-01-01,2054-01-01
LN_MSV_187,Massive Borrower 187,TX,405025,9.30,2024-01-01,2054-01-01
LN_MSV_188,Massive Borrower 188,TX,412717,4.40,2024-01-01,2054-01-01
LN_MSV_189,Massive Borrower 189,TX,373381,4.30,2024-01-01,2054-01-01
LN_MSV_190,Massive Borrower 190,TX,136786,6.60,2024-01-01,2054-01-01
LN_MSV_191,Massive Borrower 191,TX,409851,5.40,2024-01-01,2054-01-01
LN_MSV_192,Massive Borrower 192,TX,273069,5.50,2024-01-01,2054-01-01
LN_MSV_193,Massive Borrower 193,TX,57004,4.70,2024-01-01,2054-01-01
LN_MSV_194,Massive Borrower 194,TX,322416,1.80,2024-01-01,2054-01-01
LN_MSV_195,Massive Borrower 195,TX,311517,8.80,2024-01-01,2054-01-01
LN_MSV_196,Massive Borrower 196,TX,466263,6.10,2024-01-01,2054-01-01
LN_MSV_197,Massive Borrower 197,TX,438437,9.20,2024-01-01,2054-01-01
LN_MSV_198,Massive Borrower 198,TX,344838,2.10,2024-01-01,2054-01-01
LN_MSV_199,Massive Borrower 199,TX,402835,6.90,2024-01-01,2054-01-01
LN_MSV_200,Massive Borrower 200,TX,460017,3.80,2024-01-01,2054-01-01
LN_MSV_201,Massive Borrower 201,TX,463767,1.50,2024-01-01,2054-01-01
LN_MSV_202,Massive Borrower 202,TX,349582,3.60,2024-01-01,2054-01-01
LN_MSV_203,Massive Borrower 203,TX,397354,1.60,2024-01-01,2054-01-01
LN_MSV_204,Massive Borrower 204,TX,414041,5.50,2024-01-01,2054-01-01
LN_MSV_205,Massive Borrower 205,TX,295575,3.00,2024-01-01,2054-01-01
LN_MSV_206,Massive Borrower 206,TX,480469,9.30,2024-01-01,2054-01-01
LN_MSV_207,Massive Borrower 207,TX,406373,7.40,2024-01-01,2054-01-01
LN_MSV_208,Massive Borrower 208,TX,260881,9.70,2024-01-01,2054-01-01
LN_MSV_209,Massive Borrower 209,TX,120426,3.60,2024-01-01,2054-01-01
LN_MSV_210,Massive Borrower 210,TX,296132,4.40,2024-01-01,2054-01-01
LN_MSV_211,Massive Borrower 211,TX,293240,1.90,2024-01-01,2054-01-01
LN_MSV_212,Massive Borrower 212,TX,123480,8.00,2024-01-01,2054-01-01
LN_MSV_213,Massive Borrower 213,TX,287786,2.50,2024-01-01,2054-01-01
LN_MSV_214,Massive Borrower 214,TX,262807,7.70,2024-01-01,2054-01-01
LN_MSV_215,Massive Borrower 215,TX,377157,5.40,2024-01-01,2054-01-01
LN_MSV_216,Massive Borrower 216,TX,461665,3.80,2024-01-01,2054-01-01
LN_MSV_217,Massive Borrower 217,TX,178291,7.10,2024-01-01,2054-01-01
LN_MSV_218,Massive Borrower 218,TX,336813,5.90,2024-01-01,2054-01-01
LN_MSV_219,Massive Borrower 219,TX,420556,3.80,2024-01-01,2054-01-01
LN_MSV_220,Massive Borrower 220,TX,64612,6.80,2024-01-01,2054-01-01
LN_MSV_221,Massive Borrower 221,TX,375175,2.60,2024-01-01,2054-01-01
LN_MSV_222,Massive Borrower 222,TX,374970,8.90,2024-01-01,2054-01-01
LN_MSV_223,Massive Borrower 223,TX,459048,8.20,2024-01-01,2054-01-01
LN_MSV_224,Massive Borrower 224,TX,221771,2.70,2024-01-01,2054-01-01
LN_MSV_225,Massive Borrower 225,TX,193096,4.70,2024-01-01,2054-01-01
LN_MSV_226,Massive Borrower 226,TX,196959,1.40,2024-01-01,2054-01-01
LN_MSV_227,Massive Borrower 227,TX,99318,4.80,2024-01-01,2054-01-01
LN_MSV_228,Massive Borrower 228,TX,323807,4.40,2024-01-01,2054-01-01
LN_MSV_229,Massive Borrower 229,TX,75631,9.00,2024-01-01,2054-01-01
LN_MSV_230,Massive Borrower 230,TX,432985,5.40,2024-01-01,2054-01-01
LN_MSV_231,Massive Borrower 231,TX,121905,4.60,2024-01-01,2054-01-01
LN_MSV_232,Massive Borrower 232,TX,332734,6.00,2024-01-01,2054-01-01
LN_MSV_233,Massive Borrower 233,TX,118310,7.60,2024-01-01,2054-01-01
LN_MSV_234,Massive Borrower 234,TX,67116,4.90,2024-01-01,2054-01-01
LN_MSV_235,Massive Borrower 235,TX,163849,8.20,2024-01-01,2054-01-01
LN_MSV_236,Massive Borrower 236,TX,495613,1.30,2024-01-01,2054-01-01
LN_MSV_237,Massive Borrower 237,TX,292675,9.00,2024-01-01,2054-01-01
LN_MSV_238,Massive Borrower 238,TX,67685,7.80,2024-01-01,2054-01-01
LN_MSV_239,Massive Borrower 239,TX,78812,6.90,2024-01-01,2054-01-01
LN_MSV_240,Massive Borrower 240,TX,140174,4.20,2024-01-01,2054-01-01
LN_MSV_241,Massive Borrower 241,TX,383241,6.10,2024-01-01,2054-01-01
LN_MSV_242,Massive Borrower 242,TX,455727,2.00,2024-01-01,2054-01-01
LN_MSV_243,Massive Borrower 243,TX,383430,9.10,2024-01-01,2054-01-01
LN_MSV_244,Massive Borrower 244,TX,321519,6.10,2024-01-01,2054-01-01
LN_MSV_245,Massive Borrower 245,TX,413341,4.20,2024-01-01,2054-01-01
LN_MSV_246,Massive Borrower 246,TX,475409,2.70,2024-01-01,2054-01-01
LN_MSV_247,Massive Borrower 247,TX,423660,6.70,2024-01-01,2054-01-01
LN_MSV_248,Massive Borrower 248,TX,393002,2.90,2024-01-01,2054-01-01
LN_MSV_249,Massive Borrower 249,TX,178783,5.00,2024-01-01,2054-01-01
LN_MSV_250,Massive Borrower 250,TX,350157,1.50,2024-01-01,2054-01-01
LN_MSV_251,Massive Borrower 251,TX,209038,7.40,2024-01-01,2054-01-01
LN_MSV_252,Massive Borrower 252,TX,187391,6.10,2024-01-01,2054-01-01
LN_MSV_253,Massive Borrower 253,TX,448976,6.00,2024-01-01,2054-01-01
LN_MSV_254,Massive Borrower 254,TX,231598,4.90,2024-01-01,2054-01-01
LN_MSV_255,Massive Borrower 255,TX,225633,7.20,2024-01-01,2054-01-01
LN_MSV_256,Massive Borrower 256,TX,427355,8.30,2024-01-01,2054-01-01
LN_MSV_257,Massive Borrower 257,TX,158577,8.50,2024-01-01,2054-01-01
LN_MSV_258,Massive Borrower 258,TX,277604,8.60,2024-01-01,2054-01-01
LN_MSV_259,Massive Borrower 259,TX,150635,8.90,2024-01-01,2054-01-01
LN_MSV_260,Massive Borrower 260,TX,164392,5.90,2024-01-01,2054-01-01
LN_MSV_261,Massive Borrower 261,TX,286664,4.40,2024-01-01,2054-01-01
LN_MSV_262,Massive Borrower 262,TX,213945,9.80,2024-01-01,2054-01-01
LN_MSV_263,Massive Borrower 263,TX,92682,3.60,2024-01-01,2054-01-01
LN_MSV_264,Massive Borrower 264,TX,143622,6.80,2024-01-01,2054-01-01
LN_MSV_265,Massive Borrower 265,TX,238288,2.20,2024-01-01,2054-01-01
LN_MSV_266,Massive Borrower 266,TX,418644,8.80,2024-01-01,2054-01-01
LN_MSV_267,Massive Borrower 267,TX,272232,4.40,2024-01-01,2054-01-01
LN_MSV_268,Massive Borrower 268,TX,162316,2.50,2024-01-01,2054-01-01
LN_MSV_269,Massive Borrower 269,TX,451418,2.80,2024-01-01,2054-01-01
LN_MSV_270,Massive Borrower 270,TX,394477,6.70,2024-01-01,2054-01-01
LN_MSV_271,Massive Borrower 271,TX,282041,9.60,2024-01-01,2054-01-01
LN_MSV_272,Massive Borrower 272,TX,157956,6.40,2024-01-01,2054-01-01
LN_MSV_273,Massive Borrower 273,TX,79782,1.70,2024-01-01,2054-01-01
LN_MSV_274,Massive Borrower 274,TX,322741,7.10,2024-01-01,2054-01-01
LN_MSV_275,Massive Borrower 275,TX,226454,5.80,2024-01-01,2054-01-01
LN_MSV_276,Massive Borrower 276,TX,471497,6.00,2024-01-01,2054-01-01
LN_MSV_277,Massive Borrower 277,TX,175173,3.40,2024-01-01,2054-01-01
LN_MSV_278,Massive Borrower 278,TX,270894,9.00,2024-01-01,2054-01-01
LN_MSV_279,Massive Borrower 279,TX,324948,5.20,2024-01-01,2054-01-01
LN_MSV_280,Massive Borrower 280,TX,60004,7.10,2024-01-01,2054-01-01
LN_MSV_281,Massive Borrower 281,TX,101454,9.30,2024-01-01,2054-01-01
LN_MSV_282,Massive Borrower 282,TX,334912,5.70,2024-01-01,2054-01-01
LN_MSV_283,Massive Borrower 283,TX,470600,2.70,2024-01-01,2054-01-01
LN_MSV_284,Massive Borrower 284,TX,408568,4.10,2024-01-01,2054-01-01
LN_MSV_285,Massive Borrower 285,TX,107415,6.50,2024-01-01,2054-01-01
LN_MSV_286,Massive Borrower 286,TX,290649,4.40,2024-01-01,2054-01-01
LN_MSV_287,Massive Borrower 287,TX,210750,4.30,2024-01-01,2054-01-01
LN_MSV_288,Massive Borrower 288,TX,233839,4.60,2024-01-01,2054-01-01
LN_MSV_289,Massive Borrower 289,TX,73035,9.20,2024-01-01,2054-01-01
LN_MSV_290,Massive Borrower 290,TX,465205,9.60,2024-01-01,2054-01-01
LN_MSV_291,Massive Borrower 291,TX,176122,4.10,2024-01-01,2054-01-01
LN_MSV_292,Massive Borrower 292,TX,467119,2.20,2024-01-01,2054-01-01
LN_MSV_293,Massive Borrower 293,TX,478019,8.70,2024-01-01,2054-01-01
LN_MSV_294,Massive Borrower 294,TX,268148,3.30,2024-01-01,2054-01-01
LN_MSV_295,Massive Borrower 295,TX,115616,2.50,2024-01-01,2054-01-01
LN_MSV_296,Massive Borrower 296,TX,340136,8.40,2024-01-01,2054-01-01
LN_MSV_297,Massive Borrower 297,TX,386281,8.10,2024-01-01,2054-01-01
LN_MSV_298,Massive Borrower 298,TX,174972,7.80,2024-01-01,2054-01-01
LN_MSV_299,Massive Borrower 299,TX,338993,5.90,2024-01-01,2054-01-01
LN_MSV_300,Massive Borrower 300,TX,111234,6.00,2024-01-01,2054-01-01
LN_MSV_301,Massive Borrower 301,TX,76491,7.10,2024-01-01,2054-01-01
LN_MSV_302,Massive Borrower 302,TX,81052,6.90,2024-01-01,2054-01-01
LN_MSV_303,Massive Borrower 303,TX,162186,6.30,2024-01-01,2054-01-01
LN_MSV_304,Massive Borrower 304,TX,167048,4.70,2024-01-01,2054-01-01
LN_MSV_305,Massive Borrower 305,TX,482496,5.70,2024-01-01,2054-01-01
LN_MSV_306,Massive Borrower 306,TX,243350,7.60,2024-01-01,2054-01-01
LN_MSV_307,Massive Borrower 307,TX,456502,2.10,2024-01-01,2054-01-01
LN_MSV_308,Massive Borrower 308,TX,99573,9.50,2024-01-01,2054-01-01
LN_MSV_309,Massive Borrower 309,TX,107634,7.70,2024-01-01,2054-01-01
LN_MSV_310,Massive Borrower 310,TX,130222,6.60,2024-01-01,2054-01-01
LN_MSV_311,Massive Borrower 311,TX,122227,7.30,2024-01-01,2054-01-01
LN_MSV_312,Massive Borrower 312,TX,166156,5.40,2024-01-01,2054-01-01
LN_MSV_313,Massive Borrower 313,TX,286506,4.50,2024-01-01,2054-01-01
LN_MSV_314,Massive Borrower 314,TX,364972,6.80,2024-01-01,2054-01-01
LN_MSV_315,Massive Borrower 315,TX,320840,3.60,2024-01-01,2054-01-01
LN_MSV_316,Massive Borrower 316,TX,460604,2.10,2024-01-01,2054-01-01
LN_MSV_317,Massive Borrower 317,TX,377806,4.90,2024-01-01,2054-01-01
LN_MSV_318,Massive Borrower 318,TX,205712,1.30,2024-01-01,2054-01-01
LN_MSV_319,Massive Borrower 319,TX,79385,1.70,2024-01-01,2054-01-01
LN_MSV_320,Massive Borrower 320,TX,187093,1.80,2024-01-01,2054-01-01
LN_MSV_321,Massive Borrower 321,TX,266111,9.70,2024-01-01,2054-01-01
LN_MSV_322,Massive Borrower 322,TX,123594,2.10,2024-01-01,2054-01-01
LN_MSV_323,Massive Borrower 323,TX,255566,1.40,2024-01-01,2054-01-01
