loan_id,borrower_name,origination_date,maturity_date,principal_balance,current_balance,interest_rate,monthly_payment,loan_status,property_type,property_state,ltv_ratio,credit_score,zip_code
,Barbara Brown,10/09/2019,10/09/2046,779000,724470,7.05,1967,90+ Days Delinquent,Condo,IN,75,648,95469
LN-100038,Charles Davis,08/26/2021,08/26/2051,-711000,497700,4.4,2507,Paid Off,Single Family,TX,76,683,56600
LN-100039,,02/24/2020,02/24/2041,745000,715200,7.29,2379,Default,Commercial,WI,68,629,43245
LN-100040,Karen Smith,03/06/2023,03/06/2052,507000,410670,3.49,3474,90+ Days Delinquent,Multi Family,MI,60,655,32177
LN-100041,Sandra Thompson,08/05/2021,08/05/2016,450000,288000,7.72,4218,Current,Single Family,GA,78,749,91437
LN-100042,Barbara Davis,07/07/2023,07/07/2053,393000,251520,6.38,3838,30 Days Delinquent,Townhouse,99,90,713,76244
,Patricia Perez,02/10/2019,02/10/2039,564000,507600,7.16,3426,90+ Days Delinquent,Single Family,OK,89,808,10757
LN-100044,Paul Robinson,05/21/2022,05/21/2043,428000,363800,32.65,2547,30 Days Delinquent,Condo,IL,55,738,60138
LN-100045,Sarah Miller,11/24/2019,11/24/2014,325000,315250,6.42,3540,60 Days Delinquent,Townhouse,NY,64,660,45249
LN-100046,Andrew Garcia,04/10/2022,04/10/2038,-277000,268690,6.18,4434,Default,Single Family,NY,80,665,97369
LN-100047,Donald Williams,02/16/2023,02/16/2038,285000,193800,6.18,1778,60 Days Delinquent,Commercial,texas,83,649,37245
,Michael Moore,01/06/2020,01/06/2042,399000,299250,5.11,3145,Paid Off,Single Family,SC,80,795,69402
LN-100049,Emily Williams,08/27/2021,08/27/2050,317000,215560,5.73,1351,60 Days Delinquent,Condo,fl,58,801,51798
LN-100050,Robert Lewis,09/09/2023,09/09/2047,611000,378820,4.69,3637,90+ Days Delinquent,Single Family,CA,88,725,33770
LN-100051,Sarah Smith,09/03/2018,09/03/2041,568000,403280,7.24,4245,Paid Off,Commercial,MA,58,652,67673
,Mary Garcia,09/03/2022,09/03/2043,336000,255360,5.96,2044,60 Days Delinquent,Single Family,NJ,56,632,58171
LN-100053,Sandra Johnson,09/02/2018,09/02/2034,-765000,665550,5.01,1832,Current,Multi Family,UT,58,707,84826
,Jessica Taylor,07/23/2021,07/23/2049,428000,346680,6.99,3986,60 Days Delinquent,Multi Family,NJ,78,675,13764
LN-100055,Andrew Smith,01/25/2020,01/25/2041,239000,162520,4.43,2519,Current,Condo,CT,71,774,80191
LN-100056,Betty Jones,01/14/2022,01/14/2048,687000,597690,4.98,4071,60 Days Delinquent,Multi Family,WI,63,679,39041
LN-100057,Joshua Smith,10/13/2022,10/13/2042,327000,232170,4.96,4274,Default,Commercial,MA,90,754,18189
LN-100058,Paul Smith,02/01/2021,02/01/2047,815000,668300,4.19,1792,60 Days Delinquent,Multi Family,WA,56,639,29589
,Jennifer Ramirez,09/20/2020,09/20/2046,552000,364320,6.7,3862,Paid Off,Single Family,MD,88,661,29472
LN-100060,Michael Ramirez,03/09/2021,03/09/2042,-734000,653260,5.75,2137,30 Days Delinquent,Condo,IL,89,697,28514
LN-100061,Robert Martinez,02/22/2018,02/22/2040,820000,795400,3.44,3881,60 Days Delinquent,Single Family,VA,73,799,15634
LN-100062,David Martinez,09/27/2021,09/27/2044,-208000,176800,7.67,1698,90+ Days Delinquent,Townhouse,LA,79,622,43677
LN-100063,Steven Gonzalez,08/22/2021,08/22/2043,213000,136320,4.36,1602,60 Days Delinquent,Condo,MA,83,701,89566
LN-100008,Christopher Ramirez,07/16/2020,07/16/2045,848000,780160,4.28,4087,30 Days Delinquent,Single Family,MN,61,622,85741
LN-100065,Margaret Hernandez,06/27/2019,06/27/2035,572000,469040,3.47,3261,30 Days Delinquent,Townhouse,california,77,670,68395
LN-100066,Joshua Perez,11/27/2018,11/27/2041,185000,140600,3.94,1245,Paid Off,Single Family,MI,86,649,67041
LN-100067,Anthony Clark,04/16/2020,04/16/2046,541000,346240,7.17,2900,Current,Single Family,NC,73,762,17670
LN-100068,Andrew Garcia,11/14/2021,11/14/2016,516000,319920,4.53,4230,Default,Single Family,NC,83,660,35761
LN-100069,Anthony Johnson,07/23/2020,07/23/2049,777000,722610,5.11,3137,Default,Condo,99,87,669,25434
LN-100070,James Thomas,01/12/2019,01/12/2038,-647000,420550,5.49,1606,Current,Multi Family,MN,59,640,65728
LN-100071,Mark Taylor,04/08/2019,04/08/2039,195000,187200,4.17,1208,Default,Single Family,MN,70,751,50579
LN-100072,Michelle Martin,07/22/2023,07/22/2039,273000,185640,-6.63,4394,90+ Days Delinquent,Commercial,MN,65,804,87037
,Donald Sanchez,08/01/2023,08/01/2043,466000,312220,5.09,3961,Paid Off,Condo,MN,74,727,54612
LN-100074,Emily Sanchez,07/23/2021,07/23/2048,401000,380950,-5.98,3912,30 Days Delinquent,Multi Family,OK,57,813,18247
LN-100075,Betty Perez,11/12/2019,11/12/2042,785000,549500,5.27,4436,30 Days Delinquent,Single Family,KY,81,785,90133
LN-100076,,05/10/2018,05/10/2033,209000,148390,4.97,2038,60 Days Delinquent,Single Family,CA,62,787,22979
LN-100077,Linda Taylor,09/12/2023,09/12/2039,374000,355300,4.87,4162,30 Days Delinquent,Single Family,CA,85,787,94643
LN-100078,Karen Harris,11/04/2023,11/04/2018,633000,569700,6.52,2513,90+ Days Delinquent,Condo,KY,62,775,38040
LN-100079,Thomas Lopez,06/19/2018,06/19/2037,310000,297600,5.01,1253,Current,Multi Family,WI,93,626,91172
LN-100080,Margaret Johnson,07/04/2022,07/04/2045,168000,114240,-3.28,3309,60 Days Delinquent,Condo,TX,60,708,88218
LN-100081,Elizabeth Ramirez,12/17/2021,12/17/2039,-592000,367040,5.69,1896,Paid Off,Single Family,MD,95,731,49375
LN-100082,Charles Lee,10/18/2022,10/18/2037,572000,377520,5.48,1619,Paid Off,Townhouse,OK,78,734,30546
LN-100083,Elizabeth White,08/28/2020,08/28/2040,-624000,555360,6.87,3468,Current,Townhouse,MI,87,620,66279
LN-100084,Donald Jackson,06/02/2021,06/02/2044,566000,390540,28.78,4233,Default,Multi Family,AL,93,794,73559
LN-100085,Joseph Miller,06/03/2022,06/03/2045,397000,361270,5.72,3793,60 Days Delinquent,Townhouse,CA,56,720,10788
LN-100086,Jennifer Martin,07/14/2022,07/14/2052,231000,205590,6.36,1604,Current,Single Family,GA,91,638,57895
LN-100087,,05/15/2021,05/15/2048,305000,271450,3.75,3163,Current,Single Family,IL,76,642,25608
LN-100088,Richard Taylor,10/06/2020,10/06/2043,774000,518580,4.86,3296,60 Days Delinquent,Single Family,MN,73,704,17202
,Margaret Sanchez,08/11/2020,08/11/2048,263000,223550,5.43,2156,30 Days Delinquent,Multi Family,WI,74,743,52233
LN-100090,Steven Lee,08/19/2023,08/19/2039,156000,131040,39.73,3290,Default,Multi Family,OH,86,651,28912
LN-100091,Sarah Martin,06/09/2021,06/09/2037,543000,472410,6.27,1307,Current,Multi Family,CA,66,768,12221
LN-100092,Barbara Sanchez,10/05/2023,10/05/2048,369000,265680,4.58,3268,Default,Townhouse,OH,72,754,10925
LN-100093,Margaret Anderson,08/28/2019,08/28/2041,799000,695130,5.98,3122,60 Days Delinquent,Condo,MI,72,650,47014
,Patricia Wilson,05/03/2021,05/03/2051,721000,677740,6.73,3129,Current,Townhouse,WI,84,817,16124
LN-100095,James Lee,09/21/2018,09/21/2042,331000,314450,4.28,4478,90+ Days Delinquent,Townhouse,AZ,55,700,83539
LN-100096,Kimberly White,09/28/2022,09/28/2043,634000,513540,7.46,3871,Current,Condo,NY,64,703,77157
LN-100097,Robert Sanchez,09/08/2020,09/08/2015,321000,272850,6.01,1845,90+ Days Delinquent,Townhouse,VA,89,762,95499
LN-100098,Matthew Rodriguez,08/19/2019,08/19/2045,517000,449790,3.54,2316,30 Days Delinquent,Commercial,WA,91,644,68354
LN-100099,Donald Ramirez,09/01/2023,09/01/2038,-447000,353130,5.81,4460,30 Days Delinquent,Multi Family,KY,92,759,14917
LN-100100,Barbara Lee,07/05/2022,07/05/2039,586000,474660,7.39,3674,Current,Multi Family,KY,77,740,35233
LN-100101,Karen Brown,10/17/2019,10/17/2041,624000,517920,4.44,2201,Paid Off,Townhouse,NY,73,745,99681
LN-100102,,06/09/2021,06/09/2048,647000,433490,5.58,3562,90+ Days Delinquent,Condo,FL,78,694,28349
LN-100103,Sandra Harris,09/25/2019,09/25/2034,-408000,354960,3.74,3355,Current,Townhouse,OH,90,777,13359
LN-100104,John Rodriguez,04/25/2021,04/25/2044,-380000,277400,7.28,2169,Current,Condo,UT,94,742,70228
LN-100105,Sarah Martinez,01/12/2019,01/12/2047,809000,663380,5.74,2342,Paid Off,Multi Family,MN,89,676,79096
LN-100106,,07/08/2020,07/08/2039,229000,169460,3.75,2216,90+ Days Delinquent,Condo,MN,73,655,66252
LN-100107,Paul Lee,09/28/2020,09/28/2043,350000,297500,3.68,1937,30 Days Delinquent,Commercial,OH,56,731,11570
LN-100108,James Garcia,01/22/2018,01/22/2040,763000,640920,7.5,1585,Default,Condo,MO,66,625,53690
LN-100109,Daniel Gonzalez,11/26/2021,11/26/2041,810000,704700,7.44,4285,Default,Multi Family,CO,62,805,52163
,Mary Harris,10/01/2022,10/01/2051,420000,361200,6.94,3291,30 Days Delinquent,Condo,WI,88,797,63864
LN-100111,Lisa Anderson,04/22/2022,04/22/2049,-572000,543400,5.12,2182,60 Days Delinquent,Commercial,CA,89,696,98236
LN-100112,Jessica Lewis,06/09/2018,06/09/2043,-759000,660330,4.42,2515,Default,Single Family,TN,61,787,54190
LN-100113,Margaret Martin,09/19/2021,09/19/2038,790000,553000,36.49,3480,Default,Multi Family,KY,80,714,41711
LN-100114,Robert Moore,09/22/2019,09/22/2036,237000,227520,6.32,1654,Current,Townhouse,AL,87,621,96904
LN-100115,Daniel Lewis,03/11/2020,03/11/2045,711000,511920,6.36,4285,60 Days Delinquent,Single Family,MA,95,651,70302
LN-100116,Mark Lopez,07/22/2022,07/22/2042,243000,213840,6.21,4092,60 Days Delinquent,Townhouse,KY,95,672,86515
LN-100117,Patricia Gonzalez,04/15/2018,04/15/2040,227000,183870,3.95,1511,Default,Single Family,IN,69,650,13401
LN-100118,Barbara Martinez,01/07/2018,01/07/2044,324000,288360,-6.66,1279,60 Days Delinquent,Single Family,OK,75,635,57249
,Anthony Miller,12/17/2018,12/17/2048,588000,423360,6.2,4399,60 Days Delinquent,Commercial,IL,65,662,52915
LN-100120,Christopher Jackson,07/26/2022,07/26/2044,651000,566370,3.81,3049,Current,Condo,WA,74,638,81239
LN-100121,Michael Martinez,07/13/2018,07/13/2036,213000,138450,3.29,2611,Current,Multi Family,MO,61,712,64931
LN-100122,,09/05/2023,09/05/2048,538000,333560,5.32,2688,Paid Off,Single Family,CA,57,761,98738
LN-100123,Joseph Martinez,03/18/2018,03/18/2040,540000,442800,36.91,4308,Paid Off,Commercial,UT,82,768,27612
LN-100124,Emily Rodriguez,08/18/2021,08/18/2043,728000,611520,7.07,1984,60 Days Delinquent,Condo,SC,79,721,52841
LN-100125,Betty Lee,07/27/2022,07/27/2052,671000,637450,6.36,1373,60 Days Delinquent,Multi Family,PA,90,704,26821
LN-100126,Thomas Wilson,07/04/2019,07/04/2036,203000,127890,39.67,1980,30 Days Delinquent,Multi Family,LA,86,810,14865
LN-100127,,08/06/2018,08/06/2048,348000,243600,6.93,4416,Current,Multi Family,GA,93,624,67215
LN-100063,Charles Perez,07/05/2021,07/05/2043,818000,785280,6.29,1633,90+ Days Delinquent,Townhouse,NY,77,766,36415
LN-100129,Mary Lopez,05/10/2023,05/10/2048,307000,254810,6.23,1515,60 Days Delinquent,Condo,CO,72,654,55031
LN-100130,William Davis,09/16/2021,09/16/2046,558000,541260,30.16,1472,Default,Commercial,LA,88,768,48358
LN-100131,,01/13/2020,01/13/2045,346000,231820,4.09,3763,90+ Days Delinquent,Commercial,TN,82,714,81646
LN-100047,Thomas White,04/18/2019,04/18/2042,235000,176250,7.37,4428,90+ Days Delinquent,Condo,AL,59,765,17470
LN-100133,,06/23/2023,06/23/2053,484000,319440,4.87,1789,Current,Single Family,OK,77,648,22195
LN-100134,Paul Moore,03/21/2021,03/21/2045,448000,318080,29.1,2165,60 Days Delinquent,Condo,NY,62,805,28951
LN-100135,Lisa Brown,05/14/2021,05/14/2049,336000,292320,-6.54,3089,Current,Commercial,MO,91,739,32550
LN-100136,Robert Perez,01/04/2021,01/04/2016,544000,484160,7,3643,30 Days Delinquent,Single Family,OK,67,768,60494
LN-100137,Ashley Martinez,11/12/2019,11/12/2036,639000,415350,6.88,2384,Paid Off,Condo,AL,55,776,65358
LN-100138,Kimberly Brown,11/10/2023,11/10/2045,747000,552780,30.25,3928,90+ Days Delinquent,Condo,NC,70,714,45273
LN-100139,Lisa Rodriguez,01/11/2023,01/11/2018,844000,599240,5.08,2203,Current,Commercial,TX,84,818,35957
LN-100140,Anthony Rodriguez,07/09/2022,07/09/2049,512000,348160,5.87,3061,90+ Days Delinquent,Single Family,SC,64,751,38087
LN-100141,Daniel Gonzalez,07/17/2021,07/17/2050,346000,297560,6.52,3997,Paid Off,Townhouse,GA,75,764,93576
LN-100142,Betty Sanchez,02/11/2019,02/11/2042,686000,610540,36.61,2959,Current,Townhouse,WI,95,675,38457
LN-100067,Andrew Clark,12/25/2022,12/25/2046,558000,451980,7.07,4139,30 Days Delinquent,Townhouse,FL,71,683,87280
LN-100060,James Garcia,01/17/2021,01/17/2047,343000,325850,7.15,4253,Current,Condo,NC,94,727,14011
LN-100145,Richard Thomas,06/25/2019,06/25/2043,305000,247050,6.45,2112,Current,Multi Family,99,67,786,38625
LN-100146,,05/01/2019,05/01/2039,627000,482790,4.82,2442,Current,Multi Family,CT,74,639,51261
LN-100147,Patricia Lee,02/11/2022,02/11/2052,430000,288100,6.32,2059,60 Days Delinquent,Multi Family,IN,57,818,67043
LN-100148,Michael Smith,04/28/2022,04/28/2047,157000,116180,6.9,1448,30 Days Delinquent,Commercial,OR,81,723,20535
LN-100149,John Lee,06/22/2022,06/22/2046,413000,301490,3.99,4038,30 Days Delinquent,Multi Family,FL,74,732,36225
LN-100150,Kimberly Hernandez,10/26/2023,10/26/2043,409000,282210,36.64,4481,Paid Off,Multi Family,AZ,92,721,28502
LN-100151,Michelle Jackson,04/25/2023,04/25/2047,396000,336600,4.16,2220,Default,Multi Family,TN,78,634,39164
LN-100152,Jessica Lee,01/07/2023,01/07/2042,614000,540320,4.48,1968,30 Days Delinquent,Townhouse,CO,63,733,81526
,Andrew Garcia,03/15/2019,03/15/2040,490000,362600,6.28,1247,Default,Townhouse,TN,72,800,44461
LN-100154,Mark Ramirez,08/04/2019,08/04/2049,203000,148190,5.89,3543,60 Days Delinquent,Condo,MD,56,642,16824
LN-100155,Jessica Hernandez,03/03/2023,03/03/2052,798000,494760,5.54,4482,Default,Townhouse,PA,85,727,81396
LN-100156,Emily Martinez,10/13/2023,10/13/2045,387000,243810,7.32,3618,90+ Days Delinquent,Townhouse,NY,58,814,62967
LN-100157,Linda Anderson,04/18/2021,04/18/2044,477000,443610,45.55,3122,90+ Days Delinquent,Single Family,VA,92,664,63256
LN-100158,Steven Miller,11/06/2022,11/06/2042,592000,580160,-6.68,4187,Paid Off,Single Family,VA,70,665,72205
LN-100159,Karen Harris,07/01/2019,07/01/2042,369000,280440,3.86,1873,60 Days Delinquent,Multi Family,VA,59,787,45467
LN-100160,John Anderson,05/24/2018,05/24/2043,161000,99820,4.74,4128,60 Days Delinquent,Commercial,SC,71,791,35309
LN-100161,Patricia Lewis,05/14/2022,05/14/2051,437000,397670,5.74,3491,60 Days Delinquent,Multi Family,newyork,75,635,28169
LN-100108,Patricia Anderson,09/16/2022,09/16/2039,734000,675280,4.17,3958,30 Days Delinquent,Multi Family,OR,88,741,16340
,Barbara Taylor,06/08/2022,06/08/2050,350000,276500,6.81,2168,60 Days Delinquent,Multi Family,CO,93,782,85203
LN-100164,Thomas Hernandez,08/17/2023,08/17/2041,154000,98560,-4.68,2271,90+ Days Delinquent,Commercial,SC,60,634,86950
LN-100165,Betty Martin,01/09/2020,01/09/2037,282000,194580,37.14,1529,Default,Condo,MD,69,737,72611
LN-100166,Jessica Ramirez,02/01/2022,02/01/2051,-539000,490490,6.02,3186,30 Days Delinquent,Single Family,CO,65,797,98880
LN-100167,Mark Clark,09/17/2021,09/17/2046,515000,427450,3.77,2416,Current,Commercial,PA,91,682,86802
LN-100168,Thomas Lee,01/06/2021,01/06/2046,579000,376350,4.07,2774,Default,Multi Family,OH,81,643,55528
LN-100005,Mark Thompson,10/14/2021,10/14/2051,335000,328300,6.85,2955,Default,Commercial,OK,86,656,77916
LN-100170,Michael Rodriguez,10/17/2022,10/17/2039,733000,542420,47.85,1382,Paid Off,Townhouse,UT,74,695,12399
,Jessica Martinez,11/04/2018,11/04/2034,434000,381920,7.31,4384,Paid Off,Condo,PA,58,767,32248
LN-100172,Donna Jones,11/10/2021,11/10/2041,379000,306990,3.31,3646,60 Days Delinquent,Multi Family,MN,61,820,20187
LN-100173,William Jones,12/19/2019,12/19/2036,402000,385920,6.02,4258,Current,Commercial,TN,81,712,95427
LN-100174,David Rodriguez,10/03/2018,10/03/2042,415000,402550,6.39,2303,90+ Days Delinquent,Condo,WA,66,738,69996
LN-100175,Joshua White,08/12/2019,08/12/2037,453000,294450,30.99,1508,Default,Condo,TX,66,782,46740
LN-100176,Ashley Martinez,09/24/2023,09/24/2045,781000,741950,5.24,3254,Default,Multi Family,XX,94,801,13907
LN-100177,William Thomas,11/19/2019,11/19/2040,462000,341880,3.92,1976,90+ Days Delinquent,Single Family,PA,69,701,12368
LN-100178,Steven Harris,09/03/2022,09/03/2042,-666000,639360,5.46,2540,60 Days Delinquent,Townhouse,CT,66,817,12679
LN-100179,Emily Harris,03/17/2022,03/17/2045,495000,430650,4.69,3884,60 Days Delinquent,Commercial,VA,89,666,24317
LN-100180,Ashley Miller,10/08/2023,10/08/2044,603000,566820,3.56,4353,Paid Off,Commercial,california,72,689,13813
LN-100181,Charles Williams,03/23/2020,03/23/2041,-711000,483480,4.79,1214,Paid Off,Townhouse,FL,75,661,17817
LN-100182,Lisa Martinez,04/02/2018,04/02/2034,161000,127190,-5.8,1743,Paid Off,Multi Family,MN,90,659,36268
LN-100183,Christopher Harris,07/11/2018,07/11/2013,380000,368600,7.33,4387,Paid Off,Commercial,WA,72,631,33761
LN-100184,Betty Thompson,01/15/2019,01/15/2035,758000,682200,-3.46,1772,60 Days Delinquent,Single Family,WA,66,790,27893
LN-100185,Daniel White,02/14/2023,02/14/2051,800000,584000,4.56,3871,90+ Days Delinquent,Commercial,MI,64,656,19763
LN-100186,Mark Sanchez,12/14/2022,12/14/2047,387000,274770,5.02,4154,Default,Townhouse,LA,81,743,23951
LN-100187,Richard Brown,05/23/2021,05/23/2042,156000,146640,3.49,4376,Paid Off,Multi Family,ZZ,74,695,71036
LN-100188,Nancy Jones,06/18/2022,06/18/2043,283000,217910,3.6,3354,30 Days Delinquent,Condo,CT,88,817,86160
LN-100189,Nancy Moore,10/08/2020,10/08/2049,657000,551880,5.32,2435,Paid Off,Commercial,IL,66,665,55934
LN-100190,Nancy Anderson,08/22/2019,08/22/2040,-546000,376740,5.54,2225,Current,Townhouse,MA,64,691,11874
LN-100191,Elizabeth Perez,12/17/2018,12/17/2036,819000,581490,4.62,2653,Paid Off,Townhouse,AZ,81,656,97226
LN-100192,Sarah Ramirez,04/05/2019,04/05/2014,460000,377200,7.03,2761,90+ Days Delinquent,Multi Family,OR,79,689,86675
,Paul Hernandez,07/22/2021,07/22/2036,420000,357000,6.71,3593,60 Days Delinquent,Commercial,KY,94,794,12814
LN-100194,John Thompson,06/25/2022,06/25/2017,274000,219200,3.27,1842,Paid Off,Condo,TN,68,805,99384
LN-100195,Christopher Perez,02/22/2018,02/22/2043,568000,465760,-3.88,2109,Default,Single Family,MN,67,777,15810
LN-100196,Mark Gonzalez,06/12/2022,06/12/2017,818000,695300,7.71,2806,90+ Days Delinquent,Condo,CT,87,680,45070
LN-100197,Matthew Williams,12/14/2023,12/14/2041,845000,616850,5.13,2589,30 Days Delinquent,Commercial,PA,75,712,90655
LN-100198,Donald Jones,02/21/2022,02/21/2046,632000,404480,3.6,1495,90+ Days Delinquent,Condo,NC,86,730,31461
LN-100199,Margaret Perez,03/12/2023,03/12/2049,514000,313540,5.92,3075,60 Days Delinquent,Townhouse,XX,83,814,72021
,Michael Moore,02/23/2023,02/23/2052,826000,528640,7.39,1662,Paid Off,Multi Family,VA,58,717,81742
LN-100040,Linda Smith,03/09/2019,03/09/2035,689000,654550,3.41,2339,90+ Days Delinquent,Condo,MO,58,751,83054
LN-100202,Michael White,10/19/2018,10/19/2038,-795000,771150,4.66,3277,30 Days Delinquent,Townhouse,NY,81,689,89411
LN-100203,Betty Sanchez,09/11/2019,09/11/2040,260000,234000,4.17,3878,Current,Townhouse,texas,80,795,75829
,Thomas Taylor,06/15/2023,06/15/2046,656000,459200,3.75,4038,90+ Days Delinquent,Multi Family,VA,86,746,53655
LN-100205,Steven Taylor,08/05/2019,08/05/2035,418000,317680,4.22,2856,60 Days Delinquent,Townhouse,KY,55,622,18626
LN-100206,Nancy Davis,10/20/2022,10/20/2042,578000,416160,5.61,3469,30 Days Delinquent,Commercial,SC,93,675,42007
LN-100207,Thomas Clark,01/26/2020,01/26/2040,276000,176640,6.61,1733,90+ Days Delinquent,Single Family,SC,67,688,68509
,Margaret Jackson,01/15/2019,01/15/2046,678000,406800,7.67,4383,Paid Off,Condo,CA,60,654,16977
LN-100209,Andrew Sanchez,07/10/2022,07/10/2045,258000,216720,5.6,3875,60 Days Delinquent,Multi Family,MO,69,756,66622
LN-100210,,09/07/2019,09/07/2036,766000,735360,7.53,2843,Current,Commercial,IN,83,642,97518
LN-100211,Robert Jackson,02/03/2020,02/03/2050,186000,145080,5.65,4473,Paid Off,Multi Family,LA,62,642,60940
LN-100212,Ashley Robinson,08/10/2020,08/10/2035,674000,566160,6.12,3813,Current,Multi Family,WA,66,681,12463
LN-100213,Anthony Jones,03/17/2021,03/17/2016,478000,363280,3.38,3019,30 Days Delinquent,Multi Family,OK,86,651,95859
LN-100214,Joseph Moore,03/25/2021,03/25/2016,525000,378000,6.5,1474,Current,Multi Family,CA,69,642,49704
LN-100215,Christopher Garcia,03/09/2019,03/09/2047,264000,179520,3.85,2729,Current,Single Family,MN,64,675,55333
LN-100216,Barbara Jackson,02/25/2020,02/25/2015,846000,634500,7.18,3878,Default,Commercial,PA,71,665,50974
LN-100217,William Taylor,07/08/2022,07/08/2045,-590000,531000,3.67,4248,60 Days Delinquent,Townhouse,LA,89,769,47576
LN-100218,Susan Gonzalez,07/04/2021,07/04/2044,472000,297360,5.06,2502,Default,Commercial,NC,60,719,27853
,Steven Martin,11/23/2019,11/23/2045,153000,134640,7.05,1495,Current,Townhouse,OR,83,803,83621
LN-100220,Patricia Jones,05/05/2019,05/05/2045,235000,183300,7.02,2081,60 Days Delinquent,Commercial,LA,62,628,77717
